UDI,Date,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Internal Pressure[MPa],Battery Charging Current[A],coolant temp[C],carbon monoxide content[grams/sec],Oil Viscosity[cSt],Age[days],Machine failure
7733,7/7/2015,L54912,L,300.6,312,1430,42.7,2.399328859,84.6,0.0076433,9.645705227,863.7,0
7734,7/8/2015,L54913,L,300.6,312,1481,40.9,2.484899329,84.6,0.0073211,9.239094702,861.9,0
7735,7/9/2015,L54914,L,300.6,312,1670,29.4,2.802013423,84.6,0.0052626,6.641305238,850.4,0
7736,7/10/2015,L54915,L,300.6,312,1406,55.1,2.359060403,84.6,0.0098629,12.44679995,876.1,0
7737,7/11/2015,H37150,H,300.6,312.1,1354,46.9,2.271812081,84.7,0.0083951,10.59446312,867.9,0
7738,7/12/2015,M22597,M,300.5,312,1985,19.3,3.330536913,84.6,0.0034547,4.359768405,840.3,0
7739,7/13/2015,M22598,M,300.5,312,1263,60.8,2.119127517,84.6,0.0108832,13.73439995,881.8,0
7740,7/14/2015,L54919,L,300.5,311.9,1576,31.1,2.644295302,84.5,0.0055669,7.02532629,852.1,0
7741,7/15/2015,L54920,L,300.5,312,1453,45.1,2.437919463,84.6,0.0080729,10.18785259,866.1,0
7742,7/16/2015,L54921,L,300.5,312,1478,39,2.479865772,84.6,0.006981,8.809894704,860,0
7743,7/17/2015,M22602,M,300.5,311.9,1323,57.9,2.219798658,84.5,0.0103641,13.07930521,878.9,0
7744,7/18/2015,L54923,L,300.5,311.9,1710,28.4,2.869127517,84.5,0.0050836,6.415410502,849.4,0
7745,7/19/2015,L54924,L,300.4,311.7,1314,59.5,2.204697987,84.3,0.0106505,13.44073679,880.5,0
7746,7/20/2015,L54925,L,300.4,311.7,1460,39.6,2.44966443,84.3,0.0070884,8.945431546,860.6,0
7747,7/21/2015,M22606,M,300.4,311.7,1508,45.4,2.530201342,84.3,0.0081266,10.25562101,866.4,0
7748,7/22/2015,M22607,M,300.5,311.8,1331,55.3,2.233221477,84.4,0.0098987,12.4919789,876.3,0
7749,7/23/2015,L54928,L,300.4,311.7,1515,47.4,2.541946309,84.3,0.0084846,10.70741049,868.4,0
7750,7/24/2015,L54929,L,300.4,311.6,1674,33,2.808724832,84.2,0.005907,7.454526288,854,0
7751,7/25/2015,L54930,L,300.4,311.7,1444,51.2,2.422818792,84.3,0.0091648,11.56581048,872.2,0
7752,7/26/2015,M22611,M,300.4,311.7,1398,42.6,2.345637584,84.3,0.0076254,9.623115754,863.6,0
7753,7/27/2015,M22612,M,300.4,311.7,1832,24.2,3.073825503,84.3,0.0043318,5.466652611,845.2,0
7754,7/28/2015,M22613,M,300.5,311.8,1591,42,2.669463087,84.4,0.007518,9.487578912,863,0
7755,7/29/2015,M22614,M,300.4,311.7,1478,39.9,2.479865772,84.3,0.0071421,9.013199966,860.9,0
7756,7/30/2015,M22615,M,300.4,311.8,1362,47.6,2.285234899,84.4,0.0085204,10.75258943,868.6,0
7757,7/31/2015,L54936,L,300.5,311.8,1368,57.9,2.295302013,84.4,0.0103641,13.07930521,878.9,1
7758,8/1/2015,M22617,M,300.3,311.7,1723,28.3,2.890939597,84.3,0.0050657,6.392821029,849.3,0
7759,8/2/2015,L54938,L,300.4,311.8,1689,30.8,2.833892617,84.4,0.0055132,6.957557869,851.8,0
7760,8/3/2015,L54939,L,300.4,311.8,1272,59.2,2.134228188,84.4,0.0105968,13.37296837,880.2,1
7761,8/4/2015,M22620,M,300.4,311.7,1511,33,2.535234899,84.3,0.005907,7.454526288,854,0
7762,8/5/2015,H37175,H,300.4,311.6,1715,30.8,2.877516779,84.2,0.0055132,6.957557869,851.8,0
7763,8/6/2015,M22622,M,300.3,311.5,1400,43.8,2.348993289,84.1,0.0078402,9.894189437,864.8,0
7764,8/7/2015,L54943,L,300.4,311.6,1200,76.6,2.013422819,84.2,0.0137114,17.30353678,897.6,1
7765,8/8/2015,M22624,M,300.4,311.7,1555,38.7,2.609060403,84.3,0.0069273,8.742126283,859.7,0
7766,8/9/2015,H37179,H,300.3,311.6,1427,56.2,2.394295302,84.2,0.0100598,12.69528416,877.2,0
7767,8/10/2015,L54946,L,300.3,311.4,1318,52.7,2.211409396,84,0.0094333,11.90465259,873.7,0
7768,8/11/2015,H37181,H,300.2,311.4,1319,54.6,2.213087248,84,0.0097734,12.33385259,875.6,0
7769,8/12/2015,M22628,M,300.2,311.4,1960,20.9,3.288590604,84,0.0037411,4.721199982,841.9,0
7770,8/13/2015,L54949,L,300.3,311.5,1552,38.9,2.604026846,84.1,0.0069631,8.78730523,859.9,0
7771,8/14/2015,L54950,L,300.3,311.5,1548,32.2,2.597315436,84.1,0.0057638,7.273810499,853.2,0
7772,8/15/2015,L54951,L,300.3,311.6,1709,29.5,2.867449664,84.2,0.0052805,6.663894712,850.5,0
7773,8/16/2015,H37186,H,300.3,311.5,1464,41,2.456375839,84.1,0.007339,9.261684176,862,0
7774,8/17/2015,L54953,L,300.3,311.4,1759,24.8,2.951342282,84,0.0044392,5.602189453,845.8,0
7775,8/18/2015,L54954,L,300.3,311.5,1634,31.9,2.741610738,84.1,0.0057101,7.206042078,852.9,0
7776,8/19/2015,L54955,L,300.3,311.5,1663,33.6,2.790268456,84.1,0.0060144,7.59006313,854.6,0
7777,8/20/2015,M22636,M,300.3,311.5,1445,47.3,2.424496644,84.1,0.0084667,10.68482101,868.3,0
7778,8/21/2015,L54957,L,300.3,311.5,1695,25.6,2.843959732,84.1,0.0045824,5.782905242,846.6,0
7779,8/22/2015,L54958,L,300.4,311.6,1517,39,2.545302013,84.2,0.006981,8.809894704,860,0
7780,8/23/2015,L54959,L,300.5,311.7,1811,26.8,3.038590604,84.3,0.0047972,6.053978925,847.8,0
7781,8/24/2015,L54960,L,300.4,311.6,1815,23.5,3.045302013,84.2,0.0042065,5.308526296,844.5,0
7782,8/25/2015,L54961,L,300.4,311.7,1513,40,2.538590604,84.3,0.00716,9.03578944,861,0
7783,8/26/2015,M22642,M,300.4,311.6,1518,36.4,2.546979866,84.2,0.0065156,8.22256839,857.4,0
7784,8/27/2015,L54963,L,300.3,311.5,1667,28.8,2.796979866,84.1,0.0051552,6.505768397,849.8,0
7785,8/28/2015,L54964,L,300.3,311.5,1403,60.1,2.354026846,84.1,0.0107579,13.57627363,881.1,0
7786,8/29/2015,L54965,L,300.2,311.5,1383,42.1,2.320469799,84.1,0.0075359,9.510168386,863.1,0
7787,8/30/2015,L54966,L,300.3,311.5,1466,46.2,2.459731544,84.1,0.0082698,10.4363368,867.2,0
7788,8/31/2015,L54967,L,300.3,311.5,1378,47.5,2.312080537,84.1,0.0085025,10.72999996,868.5,0
7789,9/1/2015,M22648,M,300.2,311.5,1547,40.9,2.595637584,84.1,0.0073211,9.239094702,861.9,0
7790,9/2/2015,L54969,L,300.2,311.5,1495,38.5,2.508389262,84.1,0.0068915,8.696947336,859.5,0
7791,9/3/2015,L54970,L,300.1,311.4,1729,29.3,2.901006711,84,0.0052447,6.618715765,850.3,0
7792,9/4/2015,L54971,L,300.1,311.4,1418,47.7,2.379194631,84,0.0085383,10.77517891,868.7,0
7793,9/5/2015,H37206,H,300.1,311.4,1485,40.4,2.491610738,84,0.0072316,9.126147334,861.4,0
7794,9/6/2015,L54973,L,300.1,311.5,1434,40.8,2.406040268,84.1,0.0073032,9.216505229,861.8,0
7795,9/7/2015,M22654,M,300.2,311.6,1415,55.8,2.374161074,84.2,0.0099882,12.60492627,876.8,0
7796,9/8/2015,H37209,H,300.1,311.6,1674,29.6,2.808724832,84.2,0.0052984,6.686484186,850.6,0
7797,9/9/2015,L54976,L,300.1,311.5,1454,52.4,2.439597315,84.1,0.0093796,11.83688417,873.4,0
7798,9/10/2015,L54977,L,300,311.4,1476,39,2.476510067,84,0.006981,8.809894704,860,0
7799,9/11/2015,L54978,L,300,311.5,1812,28.3,3.040268456,84.1,0.0050657,6.392821029,849.3,0
7800,9/12/2015,L54979,L,300,311.4,1374,41.9,2.305369128,84,0.0075001,9.464989438,862.9,0
7801,9/13/2015,M22660,M,300.1,311.4,1524,40.6,2.55704698,84,0.0072674,9.171326282,861.6,0
7802,9/14/2015,L54981,L,300,311.4,1383,49.6,2.320469799,84,0.0088784,11.20437891,870.6,0
7803,9/15/2015,L54982,L,299.9,311.3,1429,58.2,2.397651007,83.9,0.0104178,13.14707364,879.2,0
7804,9/16/2015,M22663,M,299.8,311.3,1517,41.2,2.545302013,83.9,0.0073748,9.306863123,862.2,0
7805,9/17/2015,M22664,M,299.9,311.4,1480,44.9,2.483221477,84,0.0080371,10.14267365,865.9,0
7806,9/18/2015,L54985,L,299.9,311.4,1706,28.8,2.862416107,84,0.0051552,6.505768397,849.8,0
7807,9/19/2015,L54986,L,300,311.5,1349,48.6,2.263422819,84.1,0.0086994,10.97848417,869.6,0
7808,9/20/2015,M22667,M,300,311.5,1451,49,2.434563758,84.1,0.008771,11.06884206,870,0
7809,9/21/2015,L54988,L,299.9,311.4,1627,36.7,2.729865772,84,0.0065693,8.290336811,857.7,0
7810,9/22/2015,M22669,M,300,311.4,1537,35.4,2.57885906,84,0.0063366,7.996673654,856.4,0
7811,9/23/2015,L54990,L,300.1,311.5,2218,17,3.72147651,84.1,0.003043,3.840210512,838,0
7812,9/24/2015,M22671,M,300,311.4,1466,39,2.459731544,84,0.006981,8.809894704,860,0
7813,9/25/2015,L54992,L,300,311.5,1666,32,2.795302013,84.1,0.005728,7.228631552,853,0
7814,9/26/2015,L54993,L,300,311.5,1455,41.7,2.441275168,84.1,0.0074643,9.419810491,862.7,0
7815,9/27/2015,L54994,L,300,311.4,1927,24.6,3.233221477,84,0.0044034,5.557010506,845.6,0
7816,9/28/2015,M22675,M,299.9,311.3,1703,28.4,2.85738255,83.9,0.0050836,6.415410502,849.4,0
7817,9/29/2015,L54996,L,299.8,311.2,1533,35.9,2.572147651,83.8,0.0064261,8.109621022,856.9,0
7818,9/30/2015,H37231,H,299.8,311.3,1785,25.4,2.994966443,83.9,0.0045466,5.737726294,846.4,0
7819,10/1/2015,L54998,L,299.8,311.2,2142,16.6,3.593959732,83.8,0.0029714,3.749852618,837.6,0
7820,10/2/2015,L54999,L,299.8,311.2,1369,46.2,2.296979866,83.8,0.0082698,10.4363368,867.2,0
7821,10/3/2015,M22680,M,299.8,311.2,1706,29.2,2.862416107,83.8,0.0052268,6.596126291,850.2,0
7822,10/4/2015,L55001,L,299.9,311.3,1802,24.4,3.023489933,83.9,0.0043676,5.511831558,845.4,0
7823,10/5/2015,H37236,H,299.9,311.3,1413,41.8,2.370805369,83.9,0.0074822,9.442399965,862.8,0
7824,10/6/2015,L55003,L,300,311.3,1484,53.2,2.489932886,83.9,0.0095228,12.01759996,874.2,0
7825,10/7/2015,L55004,L,299.9,311.3,1535,38.1,2.575503356,83.9,0.0068199,8.606589442,859.1,0
7826,10/8/2015,M22685,M,299.9,311.2,1579,35.5,2.649328859,83.8,0.0063545,8.019263128,856.5,0
7827,10/9/2015,L55006,L,299.8,311.1,1300,64.2,2.181208054,83.7,0.0114918,14.50244205,885.2,0
7828,10/10/2015,M22687,M,299.8,311.1,1452,44.3,2.436241611,83.7,0.0079297,10.0071368,865.3,0
7829,10/11/2015,M22688,M,299.8,311.1,1562,35.7,2.620805369,83.7,0.0063903,8.064442075,856.7,0
7830,10/12/2015,L55009,L,299.8,311.2,1664,28.3,2.791946309,83.8,0.0050657,6.392821029,849.3,0
7831,10/13/2015,H37244,H,299.9,311.2,1495,35.8,2.508389262,83.8,0.0064082,8.087031549,856.8,0
7832,10/14/2015,M22691,M,300,311.4,1533,42.6,2.572147651,84,0.0076254,9.623115754,863.6,0
7833,10/15/2015,L55012,L,300,311.4,1484,37,2.489932886,84,0.006623,8.358105232,858,0
7834,10/16/2015,L55013,L,300,311.4,1604,38.7,2.691275168,84,0.0069273,8.742126283,859.7,0
7835,10/17/2015,L55014,L,300,311.4,1483,45.6,2.488255034,84,0.0081624,10.30079996,866.6,0
7836,10/18/2015,L55015,L,300.1,311.5,1549,34.7,2.598993289,84.1,0.0062113,7.838547339,855.7,0
7837,10/19/2015,L55016,L,300.1,311.4,1604,35,2.691275168,84,0.006265,7.90631576,856,0
7838,10/20/2015,L55017,L,300.2,311.5,1685,31,2.827181208,84.1,0.005549,7.002736816,852,0
7839,10/21/2015,L55018,L,300.2,311.6,1372,49.2,2.302013423,84.2,0.0088068,11.11402101,870.2,0
7840,10/22/2015,L55019,L,300.3,311.6,1374,47.4,2.305369128,84.2,0.0084846,10.70741049,868.4,0
7841,10/23/2015,L55020,L,300.2,311.6,1606,31,2.694630872,84.2,0.005549,7.002736816,852,0
7842,10/24/2015,L55021,L,300.1,311.5,1471,47.2,2.468120805,84.1,0.0084488,10.66223154,868.2,0
7843,10/25/2015,L55022,L,300.1,311.5,1659,31.1,2.783557047,84.1,0.0055669,7.02532629,852.1,0
7844,10/26/2015,M22703,M,300.1,311.7,1400,48.5,2.348993289,84.3,0.0086815,10.9558947,869.5,0
7845,10/27/2015,L55024,L,300.1,311.7,1503,42.6,2.521812081,84.3,0.0076254,9.623115754,863.6,0
7846,10/28/2015,L55025,L,300.2,311.8,1798,23.2,3.016778523,84.4,0.0041528,5.240757875,844.2,0
7847,10/29/2015,M22706,M,300.2,311.6,1608,35,2.697986577,84.2,0.006265,7.90631576,856,0
7848,10/30/2015,L55027,L,300.2,311.6,1322,50.9,2.218120805,84.2,0.0091111,11.49804206,871.9,0
7849,10/31/2015,H37262,H,300.2,311.6,1547,37.7,2.595637584,84.2,0.0067483,8.516231547,858.7,0
7850,11/1/2015,M22709,M,300.3,311.7,1374,47.9,2.305369128,84.3,0.0085741,10.82035785,868.9,1
7851,11/2/2015,M22710,M,300.3,311.7,1447,36.8,2.427852349,84.3,0.0065872,8.312926285,857.8,0
7852,11/3/2015,L55031,L,300.4,311.7,1373,47.2,2.303691275,84.3,0.0084488,10.66223154,868.2,0
7853,11/4/2015,L55032,L,300.3,311.7,1515,37.5,2.541946309,84.3,0.0067125,8.4710526,858.5,0
7854,11/5/2015,L55033,L,300.3,311.7,1317,56.5,2.209731544,84.3,0.0101135,12.76305258,877.5,0
7855,11/6/2015,L55034,L,300.3,311.8,1551,37.2,2.602348993,84.4,0.0066588,8.403284179,858.2,0
7856,11/7/2015,M22715,M,300.3,311.8,1592,32.1,2.67114094,84.4,0.0057459,7.251221026,853.1,0
7857,11/8/2015,L55036,L,300.4,311.8,1433,42.2,2.404362416,84.4,0.0075538,9.532757859,863.2,0
7858,11/9/2015,L55037,L,300.5,311.9,1432,43.1,2.402684564,84.5,0.0077149,9.736063122,864.1,0
7859,11/10/2015,L55038,L,300.5,311.9,1350,51.7,2.265100671,84.5,0.0092543,11.67875785,872.7,0
7860,11/11/2015,M22719,M,300.5,311.9,1370,44.8,2.298657718,84.5,0.0080192,10.12008417,865.8,0
7861,11/12/2015,L55040,L,300.5,312,1415,44.6,2.374161074,84.6,0.0079834,10.07490523,865.6,0
7862,11/13/2015,L55041,L,300.5,312,1498,42.9,2.513422819,84.6,0.0076791,9.690884174,863.9,0
7863,11/14/2015,M22722,M,300.5,312,1382,54.1,2.318791946,84.6,0.0096839,12.22090522,875.1,0
7864,11/15/2015,M22723,M,300.5,311.9,1511,44.5,2.535234899,84.5,0.0079655,10.05231575,865.5,0
7865,11/16/2015,L55044,L,300.5,311.9,1330,59.5,2.231543624,84.5,0.0106505,13.44073679,880.5,0
7866,11/17/2015,L55045,L,300.5,311.9,1383,50.5,2.320469799,84.5,0.0090395,11.40768417,871.5,0
7867,11/18/2015,L55046,L,300.5,311.9,1431,49.4,2.401006711,84.5,0.0088426,11.15919996,870.4,0
7868,11/19/2015,L55047,L,300.5,312,1461,38.1,2.451342282,84.6,0.0068199,8.606589442,859.1,0
7869,11/20/2015,H37282,H,300.4,311.9,1438,46.7,2.412751678,84.5,0.0083593,10.54928417,867.7,0
7870,11/21/2015,M22729,M,300.5,312,1779,27.7,2.984899329,84.6,0.0049583,6.257284187,848.7,0
7871,11/22/2015,M22730,M,300.6,312.1,1293,52.3,2.169463087,84.7,0.0093617,11.81429469,873.3,0
7872,11/23/2015,L55051,L,300.6,312.2,1308,54.7,2.194630872,84.8,0.0097913,12.35644206,875.7,0
7873,11/24/2015,L55052,L,300.6,312.3,1532,37.2,2.570469799,84.9,0.0066588,8.403284179,858.2,0
7874,11/25/2015,L55053,L,300.7,312.4,1470,38.6,2.466442953,85,0.0069094,8.71953681,859.6,0
7875,11/26/2015,L55054,L,300.7,312.3,1548,37.9,2.597315436,84.9,0.0067841,8.561410494,858.9,0
7876,11/27/2015,L55055,L,300.7,312.3,1898,24,3.184563758,84.9,0.004296,5.421473664,845,0
7877,11/28/2015,H37290,H,300.7,312.2,1335,49,2.239932886,84.8,0.008771,11.06884206,870,0
7878,11/29/2015,L55057,L,300.7,312.3,1420,53.8,2.382550336,84.9,0.0096302,12.1531368,874.8,0
7879,11/30/2015,L55058,L,300.7,312.3,1418,49,2.379194631,84.9,0.008771,11.06884206,870,0
7880,12/1/2015,M22739,M,300.8,312.3,1535,40.3,2.575503356,84.9,0.0072137,9.103557861,861.3,0
7881,12/2/2015,H37294,H,300.7,312.4,1457,47.2,2.444630872,85,0.0084488,10.66223154,868.2,0
7882,12/3/2015,L55061,L,300.8,312.4,1493,39.1,2.505033557,85,0.0069989,8.832484178,860.1,0
7883,12/4/2015,H37296,H,300.7,312.3,1670,27.3,2.802013423,84.9,0.0048867,6.166926293,848.3,0
7884,12/5/2015,H37297,H,300.7,312.3,1446,45.4,2.426174497,84.9,0.0081266,10.25562101,866.4,0
7885,12/6/2015,L55064,L,300.8,312.4,1465,59.1,2.458053691,85,0.0105789,13.3503789,880.1,1
7886,12/7/2015,L55065,L,300.7,312.3,1590,36.3,2.667785235,84.9,0.0064977,8.199978917,857.3,0
7887,12/8/2015,M22746,M,300.6,312.2,2174,18.5,3.647651007,84.8,0.0033115,4.179052616,839.5,0
7888,12/9/2015,L55067,L,300.7,312.4,1590,37.9,2.667785235,85,0.0067841,8.561410494,858.9,0
7889,12/10/2015,L55068,L,300.7,312.3,1577,33.2,2.645973154,84.9,0.0059428,7.499705235,854.2,0
7890,12/11/2015,M22749,M,300.7,312.4,1371,61.7,2.30033557,85,0.0110443,13.93770521,882.7,0
7891,12/12/2015,L55070,L,300.8,312.4,1767,25.6,2.964765101,85,0.0045824,5.782905242,846.6,0
7892,12/13/2015,L55071,L,300.8,312.5,1517,39.2,2.545302013,85.1,0.0070168,8.855073651,860.2,0
7893,12/14/2015,M22752,M,300.9,312.6,1555,40.6,2.609060403,85.2,0.0072674,9.171326282,861.6,0
7894,12/15/2015,L55073,L,300.9,312.7,1416,43.8,2.375838926,85.3,0.0078402,9.894189437,864.8,0
7895,12/16/2015,M22754,M,300.8,312.6,1588,35.6,2.66442953,85.2,0.0063724,8.041852602,856.6,0
7896,12/17/2015,L55075,L,300.8,312.6,1422,50,2.38590604,85.2,0.00895,11.2947368,871,0
7897,12/18/2015,L55076,L,300.8,312.6,1376,53.6,2.308724832,85.2,0.0095944,12.10795785,874.6,0
7898,12/19/2015,L55077,L,300.8,312.5,1434,50.7,2.406040268,85.1,0.0090753,11.45286312,871.7,0
7899,12/20/2015,L55078,L,300.8,312.5,1423,47.3,2.387583893,85.1,0.0084667,10.68482101,868.3,0
7900,12/21/2015,L55079,L,300.9,312.4,1364,52.5,2.288590604,85,0.0093975,11.85947364,873.5,0
7901,12/22/2015,L55080,L,300.8,312.4,1825,23.8,3.062080537,85,0.0042602,5.376294717,844.8,0
7902,12/23/2015,L55081,L,300.8,312.4,1365,44.5,2.290268456,85,0.0079655,10.05231575,865.5,0
7903,12/24/2015,M22762,M,300.7,312.3,1430,47.2,2.399328859,84.9,0.0084488,10.66223154,868.2,0
7904,12/25/2015,L55083,L,300.8,312.3,1435,44.8,2.407718121,84.9,0.0080192,10.12008417,865.8,0
7905,12/26/2015,M22764,M,300.8,312.4,1811,25.1,3.038590604,85,0.0044929,5.669957874,846.1,0
7906,12/27/2015,M22765,M,300.8,312.4,1465,43.7,2.458053691,85,0.0078223,9.871599963,864.7,0
7907,12/28/2015,L55086,L,300.9,312.4,1372,51,2.302013423,85,0.009129,11.52063154,872,0
7908,12/29/2015,L55087,L,300.8,312.3,1858,26.3,3.117449664,84.9,0.0047077,5.941031557,847.3,0
7909,12/30/2015,L55088,L,300.7,312.3,1715,26.8,2.877516779,84.9,0.0047972,6.053978925,847.8,0
7910,12/31/2015,L55089,L,300.7,312.2,1590,38.5,2.667785235,84.8,0.0068915,8.696947336,859.5,0
7911,1/1/2016,M22770,M,300.8,312.2,1664,25.7,2.791946309,84.8,0.0046003,5.805494715,846.7,0
7912,1/2/2016,L55091,L,300.7,312.1,1512,36.9,2.536912752,84.7,0.0066051,8.335515758,857.9,0
7913,1/3/2016,L55092,L,300.7,312.1,1498,44,2.513422819,84.7,0.007876,9.939368384,865,0
7914,1/4/2016,L55093,L,300.7,312.1,1395,41.9,2.340604027,84.7,0.0075001,9.464989438,862.9,0
7915,1/5/2016,H37328,H,300.7,312.1,1490,43.1,2.5,84.7,0.0077149,9.736063122,864.1,0
7916,1/6/2016,H37329,H,300.8,312.1,1527,35.1,2.562080537,84.7,0.0062829,7.928905234,856.1,0
7917,1/7/2016,L55096,L,300.8,312.1,1512,37.1,2.536912752,84.7,0.0066409,8.380694706,858.1,0
7918,1/8/2016,L55097,L,300.9,312.1,1474,42.4,2.473154362,84.7,0.0075896,9.577936806,863.4,0
7919,1/9/2016,L55098,L,300.8,312.1,1505,41.3,2.525167785,84.7,0.0073927,9.329452597,862.3,0
7920,1/10/2016,L55099,L,300.8,312,1496,40,2.510067114,84.6,0.00716,9.03578944,861,0
7921,1/11/2016,L55100,L,300.8,312,1382,49.3,2.318791946,84.6,0.0088247,11.13661048,870.3,0
7922,1/12/2016,L55101,L,300.7,311.9,1419,47.7,2.380872483,84.5,0.0085383,10.77517891,868.7,0
7923,1/13/2016,L55102,L,300.7,311.9,1462,39.7,2.453020134,84.5,0.0071063,8.968021019,860.7,0
7924,1/14/2016,M22783,M,300.8,312,1450,45,2.432885906,84.6,0.008055,10.16526312,866,0
7925,1/15/2016,H37338,H,300.7,311.9,1389,46.5,2.330536913,84.5,0.0083235,10.50410522,867.5,0
7926,1/16/2016,M22785,M,300.7,311.9,1697,28.2,2.847315436,84.5,0.0050478,6.370231555,849.2,0
7927,1/17/2016,L55106,L,300.7,311.9,1335,57.1,2.239932886,84.5,0.0102209,12.89858943,878.1,1
7928,1/18/2016,L55107,L,300.7,311.9,1476,42,2.476510067,84.5,0.007518,9.487578912,863,0
7929,1/19/2016,L55108,L,300.6,311.7,1497,43.6,2.511744966,84.3,0.0078044,9.84901049,864.6,0
7930,1/20/2016,M22789,M,300.6,311.6,1669,29.2,2.80033557,84.2,0.0052268,6.596126291,850.2,0
7931,1/21/2016,L55110,L,300.6,311.6,1455,48,2.441275168,84.2,0.008592,10.84294733,869,0
7932,1/22/2016,L55111,L,300.7,311.7,1499,38.4,2.515100671,84.3,0.0068736,8.674357862,859.4,0
7933,1/23/2016,L55112,L,300.7,311.8,1478,41.9,2.479865772,84.4,0.0075001,9.464989438,862.9,0
7934,1/24/2016,L55113,L,300.8,311.8,1928,21.8,3.234899329,84.4,0.0039022,4.924505245,842.8,0
7935,1/25/2016,M22794,M,300.8,311.9,1621,28.3,2.719798658,84.5,0.0050657,6.392821029,849.3,0
7936,1/26/2016,M22795,M,300.8,311.9,1356,44.3,2.275167785,84.5,0.0079297,10.0071368,865.3,0
7937,1/27/2016,L55116,L,300.8,311.7,1490,46.4,2.5,84.3,0.0083056,10.48151575,867.4,0
7938,1/28/2016,L55117,L,300.8,311.7,1578,31.4,2.647651007,84.3,0.0056206,7.09309471,852.4,0
7939,1/29/2016,L55118,L,300.8,311.7,1681,31.3,2.820469799,84.3,0.0056027,7.070505237,852.3,0
7940,1/30/2016,L55119,L,300.8,311.8,1417,43.4,2.377516779,84.4,0.0077686,9.803831542,864.4,0
7941,1/31/2016,M22800,M,300.7,311.7,1532,40,2.570469799,84.3,0.00716,9.03578944,861,0
7942,2/1/2016,M22801,M,300.7,311.7,1499,38.9,2.515100671,84.3,0.0069631,8.78730523,859.9,0
7943,2/2/2016,L55122,L,300.8,311.7,1432,45.8,2.402684564,84.3,0.0081982,10.34597891,866.8,0
7944,2/3/2016,L55123,L,300.8,311.7,1753,29,2.941275168,84.3,0.005191,6.550947344,850,0
7945,2/4/2016,L55124,L,300.8,311.7,1414,49,2.372483221,84.3,0.008771,11.06884206,870,0
7946,2/5/2016,L55125,L,300.8,311.7,1655,32.2,2.776845638,84.3,0.0057638,7.273810499,853.2,0
7947,2/6/2016,L55126,L,300.8,311.6,1516,35.6,2.543624161,84.2,0.0063724,8.041852602,856.6,0
7948,2/7/2016,L55127,L,300.8,311.7,1426,45.5,2.39261745,84.3,0.0081445,10.27821049,866.5,0
7949,2/8/2016,L55128,L,300.8,311.7,1479,39.4,2.481543624,84.3,0.0070526,8.900252598,860.4,0
7950,2/9/2016,M22809,M,300.7,311.5,1569,36.4,2.632550336,84.1,0.0065156,8.22256839,857.4,0
7951,2/10/2016,L55130,L,300.8,311.6,1568,36,2.630872483,84.2,0.006444,8.132210496,857,0
7952,2/11/2016,M22811,M,300.9,311.8,1843,24.5,3.092281879,84.4,0.0043855,5.534421032,845.5,0
7953,2/12/2016,M22812,M,300.9,311.9,1480,40.9,2.483221477,84.5,0.0073211,9.239094702,861.9,0
7954,2/13/2016,L55133,L,301,312,1447,36.8,2.427852349,84.6,0.0065872,8.312926285,857.8,0
7955,2/14/2016,L55134,L,301,311.9,1454,41.9,2.439597315,84.5,0.0075001,9.464989438,862.9,0
7956,2/15/2016,M22815,M,300.9,311.9,1310,56.1,2.197986577,84.5,0.0100419,12.67269469,877.1,0
7957,2/16/2016,H37370,H,300.9,311.9,1513,38,2.538590604,84.5,0.006802,8.583999968,859,0
7958,2/17/2016,H37371,H,300.9,311.9,2140,16.5,3.590604027,84.5,0.0029535,3.727263144,837.5,0
7959,2/18/2016,L55138,L,301,312.1,1377,49.9,2.310402685,84.7,0.0089321,11.27214733,870.9,0
7960,2/19/2016,L55139,L,301,312.1,1585,32.3,2.659395973,84.7,0.0057817,7.296399973,853.3,0
7961,2/20/2016,H37374,H,301.1,312.2,1491,42.6,2.501677852,84.8,0.0076254,9.623115754,863.6,0
7962,2/21/2016,L55141,L,301,312.2,1264,59,2.120805369,84.8,0.010561,13.32778942,880,0
7963,2/22/2016,L55142,L,301,312.2,1372,47,2.302013423,84.8,0.008413,10.61705259,868,0
7964,2/23/2016,L55143,L,301,312.2,1510,39.9,2.533557047,84.8,0.0071421,9.013199966,860.9,0
7965,2/24/2016,L55144,L,300.9,312.1,1423,40.2,2.387583893,84.7,0.0071958,9.080968387,861.2,0
7966,2/25/2016,L55145,L,301.1,312.3,1464,35.3,2.456375839,84.9,0.0063187,7.974084181,856.3,0
7967,2/26/2016,L55146,L,301,312.2,1602,35.9,2.687919463,84.8,0.0064261,8.109621022,856.9,0
7968,2/27/2016,M22827,M,301,312.2,1629,32.6,2.733221477,84.8,0.0058354,7.364168394,853.6,0
7969,2/28/2016,L55148,L,300.9,312.2,1811,23.2,3.038590604,84.8,0.0041528,5.240757875,844.2,0
7970,2/29/2016,L55149,L,300.9,312.1,1711,28.8,2.870805369,84.7,0.0051552,6.505768397,849.8,0
7971,3/1/2016,M22830,M,300.9,312.1,1297,48.6,2.176174497,84.7,0.0086994,10.97848417,869.6,0
7972,3/2/2016,L55151,L,301,312.1,1405,46.1,2.35738255,84.7,0.0082519,10.41374733,867.1,0
